sentence,BookRestaurant,GetWeather,PlayMusic,RateBook
Play music from the year 1964,0,0,1,0
Play the heinz strobl ep from 2016 on Groove Shark,0,0,1,0
Play me Leonid Soybelman on Vimeo.,0,0,1,0
Play a song from my workout playlist on Groove Shark,0,0,1,0
play some Alte Kameraden music,0,0,1,0
Play the music Hands Up,0,0,1,0
Play some twenties theme music on Google Music.,0,0,1,0
Play a fifties album on Itunes.,0,0,1,0
Play genre opera,0,0,1,0
Play shadowplay by Dana on Deezer.,0,0,1,0
Play music on Deezer by Imogen Heap,0,0,1,0
Find a top fifty zahir howaida concerto from the seventies,0,0,1,0
Play the newest twenties melody.,0,0,1,0
I want to hear Box Of Rain by Skeets Mcdonald,0,0,1,0
Please play Casino Boogie,0,0,1,0
I want to hear a full album on youtube by Jem Godfrey,0,0,1,0
Play an Asha Bhosle song from around 1964,0,0,1,0
Play music from the twenties.,0,0,1,0
Play something by Louisiana Blues,0,0,1,0
Play new Ian Mclagan,0,0,1,0
Play music on Itunes,0,0,1,0
I want to hear Ding Dong Bell on groove shark,0,0,1,0
Play fifties music on Slacker.,0,0,1,0
Play Before I Grew Up To Love You by Wafah Dufour,0,0,1,0
Play a Jim Mullen ep from the sixties,0,0,1,0
Play some good music from 2012.,0,0,1,0
Play the greatest soundtrack by Nhat Son on Last Fm.,0,0,1,0
Play the top hits of 2016,0,0,1,0
"Play Fight On, State.",0,0,1,0
Use Pandora to play music from Maki Onaga from the album made in the nineties,0,0,1,0
Play the top five Cemil Bey songs,0,0,1,0
Play opera music on google music,0,0,1,0
play music by Francis Healy,0,0,1,0
play a track from the thirties,0,0,1,0
Play music on Spotify.,0,0,1,0
play newest soundtrack from 2008,0,0,1,0
play Itunes  songs by Gerard Way,0,0,1,0
Play Cherry Pink by Trapp Mendoza on Iheart,0,0,1,0
Play Rei Momo newest album,0,0,1,0
I want to hear a track by Ryohei Yamamoto on Vimeo,0,0,1,0
Start up my nostalgic playlist.,0,0,1,0
play some papoose from 2003 on youtube,0,0,1,0
Use Deezer to play music by Kimberley Walsh,0,0,1,0
Play Punk Rock music,0,0,1,0
Play something by Louis Nelson Delisle.,0,0,1,0
play 1962 music on Netflix,0,0,1,0
Play a song by David Silveria from 2002 on Zvooq.,0,0,1,0
play the 2014 album from la lupe,0,0,1,0
Play Revival music.,0,0,1,0
I want to hear opera on Netflix,0,0,1,0
play the song Si No Te Hubiera Conocido by Haidar Salim,0,0,1,0
Start up my Pachangueo Total playlist.,0,0,1,0
Open the playlist from Sergei Chatschatrjan,0,0,1,0
open Itunes and play Kenny Cox most popular concerto,0,0,1,0
play the Gary Chaw album,0,0,1,0
Play me some grunge music,0,0,1,0
Play Chris Goss on Netflix,0,0,1,0
Play The Garden Of Allah  from Wade Mainer,0,0,1,0
Play Alles Heeft Ritme by Liu Tianhua.,0,0,1,0
Play the best Vanessa Peters songs,0,0,1,0
Play That Stubborn Kinda Fellow by Michael Amott,0,0,1,0
play a 1983 concerto by Ayaka on Itunes,0,0,1,0
I want to hear Dido from 1966 on Youtube,0,0,1,0
Play Andy Williams Sings Rodgers And Hammerstein by elica todorova,0,0,1,0
Play Tujiko Noriko's Ten Years And Running.,0,0,1,0
Open google music and play Women of Jazz playlist,0,0,1,0
Play christian gangsta rap,0,0,1,0
Play Donald Rubinstein on Pandora,0,0,1,0
Play Shinya Yamada music from 1962 on Groove Shark,0,0,1,0
play the greatest Vimeo tunes by angelo amorevoli on soundtrack,0,0,1,0
Play some Google Music.,0,0,1,0
Open Deezer and play top 40 hits,0,0,1,0
Play me a nineties sound track,0,0,1,0
play a symphony that is good from 2000,0,0,1,0
Play some music on Pandora,0,0,1,0
play music from the twenties,0,0,1,0
play the most popular Miles Jones track,0,0,1,0
Play Miyavi's music from seventies on Google Music.,0,0,1,0
Play a twenties soundtrack on Youtube,0,0,1,0
Play slow rock music,0,0,1,0
Play some techno on Lastfm,0,0,1,0
Will you play me the most popular sound track from 2006,0,0,1,0
Play the song I Get Ideas as performed by Richard Kruspe,0,0,1,0
Play new track from the fifties,0,0,1,0
Can you play an ep from the year 1958?,0,0,1,0
play scott la rock from Stella on Slacker,0,0,1,0
Play Thelma Aoyama's latest concerto,0,0,1,0
Make and play a new playlis with the theme songs released in 1968,0,0,1,0
Play the tune by Adam Yauch,0,0,1,0
Play some melody from the eighties on Spotify,0,0,1,0
Play music by mina caputo on Lastfm,0,0,1,0
Play some fifties music by Origa.,0,0,1,0
Play a popular Gurdas Maan track,0,0,1,0
play an album on Netflix by chris castle from 2011,0,0,1,0
Play the most popular music by Ronald Isley on Google Music,0,0,1,0
Play the top-20 music by merz,0,0,1,0
play twenties music off of my Itunes,0,0,1,0
Play a Mike Osborne song,0,0,1,0
play Groove Shark,0,0,1,0
Play me a Maia Hirasawa soundtrack from 1951,0,0,1,0
Play Elysium from Ryan Cayabyab,0,0,1,0
play Matt Walker tunes,0,0,1,0
play Solange 2016 album,0,0,1,0
Play a soundtrack by Mike Hindert on Spotify.,0,0,1,0
Play the top-5 sort of ballad music from 2012.,0,0,1,0
"I want to listen to Lastfm, play A Drop Of The Hard Stuff by Joi Chua.",0,0,1,0
play Pop 2017 Picks,0,0,1,0
play Groove Shark,0,0,1,0
I want hear some Junior Murvin off of Youtube,0,0,1,0
I want to hear a top-50 track from Takahito Eguchi on Google Music,0,0,1,0
Play 25 To Life by Paul Riley on Deezer.,0,0,1,0
Play me some seventies music with a good melody,0,0,1,0
play an Masaki Aiba tune,0,0,1,0
play Morning Song,0,0,1,0
I want to hear a fourties ballad by Luciano,0,0,1,0
play a good 1952 symphony,0,0,1,0
play Hardcore music,0,0,1,0
Play a top twenty symphony by Bumble Bee Slim,0,0,1,0
play Wait Until Tomorrow,0,0,1,0
play a music ballad from the sixties,0,0,1,0
Play the top 1991 sound track,0,0,1,0
Play the latest songs by Larry Gatlin on Iheart,0,0,1,0
Play me a bluegrass song,0,0,1,0
Play a sixties song by Classified,0,0,1,0
play Monie Love tunes on Google Music from 1984 from her song list,0,0,1,0
Play pop,0,0,1,0
Play a melody from Elmer Bernstein,0,0,1,0
I want to listen to my Spain Top 50 playlist on groove shark,0,0,1,0
Play top-ten eighties song,0,0,1,0
Play Michael Angelo Batio,0,0,1,0
Play a twenties concerto from Roger Taylor on deezer,0,0,1,0
play dj kentaro from the year 1994,0,0,1,0
play a twenties song,0,0,1,0
Can you play me a track from the nineties?,0,0,1,0
Play a song off Get Up Offa That Thing by Doseone on Last Fm,0,0,1,0
Play a movement fromthe eighties by Nobuo Uematsu.,0,0,1,0
Play In Every Dream Home A Heartache by vincent paul abbott,0,0,1,0
Play the newest released song from 1951,0,0,1,0
use Slacker to listen to seventies music,0,0,1,0
Play the best song by Henry Rollins.,0,0,1,0
play my melodious playlist,0,0,1,0
Play top music from Charles L. Johnson on vimeo,0,0,1,0
Play the top-twenty from Tony Calder off Slacker.,0,0,1,0
play anything from the twenties,0,0,1,0
Play music from 2012 by Yossif Kobzon on last fm.,0,0,1,0
Play the theme tune that Christian Fennesz wrote,0,0,1,0
Open Youtube and play Nanana from Massimo Altomare,0,0,1,0
Open Lastfm and play a voluntad del cielo from Wax,0,0,1,0
I want to hear a 1957 theme song,0,0,1,0
Play my Electro Sur playlist.,0,0,1,0
play the last track by Shavo Odadjian,0,0,1,0
Play Brotherhood by Ock Joo-hyun,0,0,1,0
play latest George Ducas music,0,0,1,0
play a tune from 1962,0,0,1,0
play I Could Write A Book,0,0,1,0
listen to acapella,0,0,1,0
Play music from 2005 by Justin Broadrick,0,0,1,0
Play the best 1981 sound track from Ric Fierabracci,0,0,1,0
Play a ballad by Owen Pallett from the seventies on Slacker.,0,0,1,0
Play concerto from 1951,0,0,1,0
Play Yung Joc on slacker,0,0,1,0
I want to listen to Speed Metal Symphony,0,0,1,0
play journey list,0,0,1,0
Play a melody by Hagigat Rzayeva,0,0,1,0
Play fifties from Sirusho Harutyunyan,0,0,1,0
Play a fairouz tune on Deezer,0,0,1,0
play the top-twenty songs by The Kleptones on Spotify,0,0,1,0
Play the greatest music you can find by Ari Herstand on Zvooq,0,0,1,0
play 90s Love Songs on Youtube,0,0,1,0
Please play Got The Time,0,0,1,0
Play twenties from Ken Floyd,0,0,1,0
Play the playlist Grime Shutdown,0,0,1,0
Play Masashi Hamauzu's newest symphony on Itunes.,0,0,1,0
Play the playlist funtime activity,0,0,1,0
Play some seventies songs from Luke Haines off of youtube,0,0,1,0
Play Clay Aiken's The Bonny Hind on Groove Shark.,0,0,1,0
Play a song from Helena Iren Michaelsen on Spotify,0,0,1,0
Play thirties music by Flex on Google Music,0,0,1,0
Play the good sort of 1992 theme music by Layzie Bone,0,0,1,0
Play the last soundtrack from the sixties,0,0,1,0
Play the latest ep from Lobby Loyde on Netflix,0,0,1,0
Play some Dave Pearce.,0,0,1,0
play track Her Majesty,0,0,1,0
I want to hear the newest music from The Railway Children,0,0,1,0
Play Short Walk On A Long Pier on Slacker,0,0,1,0
I want to hear Vegetables by pharrell williams,0,0,1,0
Play the album Making Evening And Night by Cevin Key,0,0,1,0
Create a theme station with Jim Creeggan records and collabs,0,0,1,0
Open Pandora and play Reggaeton 2017 y Baila!,0,0,1,0
Play a Martyn Bennett from 1957 on Pandora,0,0,1,0
Play the Mother Lode by Tamio Okuda,0,0,1,0
Play the top melody from artist Maakii,0,0,1,0
Play any album from the twenties,0,0,1,0
Play me a song on Pandora,0,0,1,0
Play me a song by Stephen Jones,0,0,1,0
Play a 1998 sound track  from Sam The Kid on Last Fm,0,0,1,0
Play an ep by Uncle Jimmy Thompson,0,0,1,0
Play some Game music.,0,0,1,0
Play music from 2012 on Netflix.,0,0,1,0
I want to hear a good song from 2016,0,0,1,0
Play the playlist Gypsy Swing,0,0,1,0
play some grunge,0,0,1,0
Play some Sam Moore.,0,0,1,0
play Mikazuki Sunset,0,0,1,0
Play music on itunes from artist Jessica Delfino,0,0,1,0
open Deezer and search for Scott Miller and play some of his new songs,0,0,1,0
play Peja tunes,0,0,1,0
Play a Wendy Carlos song from 2002,0,0,1,0
Play a new song form the eighties,0,0,1,0
Play the track titled Faget,0,0,1,0
Play the top song by Jack Grisham,0,0,1,0
Please play Jag Vill Leva I Europa by porta,0,0,1,0
Want to hear a chant by Nellie Mckay from the year 2008,0,0,1,0
Play the top-ten chant Doda songs from the twenties.,0,0,1,0
Play sound track  music from the twenties,0,0,1,0
Play some Carmen Mcrae from Ed Robertson off of Itunes,0,0,1,0
play a song by Fats Waller,0,0,1,0
I'd like to listen to Diana Vickers best tune from the twenties,0,0,1,0
Can you play any chant from the fourties?,0,0,1,0
Play some music by Daniel Carter,0,0,1,0
Play twenties on Groove Shark,0,0,1,0
Play twenties symphony from Robert Walter,0,0,1,0
Can you play a sonata,0,0,1,0
Let's listen to the most popular Marty Friedman songs on Zvooq.,0,0,1,0
Play an album from the fourties,0,0,1,0
Play me a Xuefei Yang symphony on Groove Shark,0,0,1,0
play soem nineties Charles Thompson,0,0,1,0
Play some dance music,0,0,1,0
Let's hear some tunes from the thirties.,0,0,1,0
Play the seventies album on last fm,0,0,1,0
Play music from Lastfm and Deezer.,0,0,1,0
play TÃ© Para Tres,0,0,1,0
Play artist stu davis from the album Dub Chamber 3 on Netflix,0,0,1,0
Play music by Ian Haugland,0,0,1,0
Play some Drum & Bass,0,0,1,0
play a symphonic rock on Pandora,0,0,1,0
Play the last theme by Behzad Mirkhani.,0,0,1,0
Open Netflix and play David Frizzell,0,0,1,0
Can you play Crossover?,0,0,1,0
Plya a tune by Kancherla Gopanna from 1951 on Zvooq,0,0,1,0
Play some fourties music on Spotify.,0,0,1,0
play the album Everybody Happy by Lee Aaron,0,0,1,0
Play the theme music from 1963 by Yuki Koyanagi,0,0,1,0
play Groove Shark folk-rock,0,0,1,0
play the album How Insensitive,0,0,1,0
play some Classical music on Spotify,0,0,1,0
Play Used To Love Her by Dara.,0,0,1,0
Play me a twenties tune on Deezer,0,0,1,0
play music by Cass Elliot,0,0,1,0
Play concerto from the eighties,0,0,1,0
Play On My Own,0,0,1,0
Play Nick Hexum latest album,0,0,1,0
Play me a twenties song,0,0,1,0
play a ballad from 2000,0,0,1,0
Play the sound track by Ferry Corsten,0,0,1,0
Play a 2009 concerto on Deezer.,0,0,1,0
Play me some Max Martin on Lastfm,0,0,1,0
play some Sia Furler on Last Fm,0,0,1,0
Play the thirties soundtrack by ghader abdollahzadeh on Youtube,0,0,1,0
play Say A Word by La India,0,0,1,0
Play me a fifties song by Chingy,0,0,1,0
Play music from Paul Landers,0,0,1,0
Play Taiwan Is Good by Kotoko.,0,0,1,0
I'm in the mood to listen to meditative music.,0,0,1,0
Play Hughie Graham by Vidyadhar Vyas,0,0,1,0
Give me an album from 1972 to listen to.,0,0,1,0
Play some 1962 theme music.,0,0,1,0
Play NoctÃ¡mbulo playlist,0,0,1,0
Play Annet Artani soundtrack on Slacker,0,0,1,0
play the track The Wizard And I,0,0,1,0
Play Crossroad Blues.,0,0,1,0
Play some amber kuo from the eighties on Spotify.,0,0,1,0
I need to hear some music from Spotify,0,0,1,0
Play some sister rosetta tharpe songs from the eighties,0,0,1,0
Play on spotify Ms Scandalous,0,0,1,0
Play a twenties tune by Jodie Aysha.,0,0,1,0
play Addicted To You by Hank Ballard,0,0,1,0
Play Tooh by Eric Bazilian on Google Music.,0,0,1,0
Play music by Keren Woodward,0,0,1,0
Play music by Paulinho Da Viola from 1965,0,0,1,0
Play Sergei Anatoljewitsch Kurjochin's music on Groove Shark.,0,0,1,0
Play the song Little Robin Redbreast,0,0,1,0
Play music from the artist Irma Pane,0,0,1,0
Play an Andy Silvester sound track from the thirties on Spotify,0,0,1,0
Play the music of Tupac Shakur,0,0,1,0
Play anything from the top-50 Jeff Irwin record off of itunes,0,0,1,0
Play Tina Cousins from 1956,0,0,1,0
Play the music genre Synthpop,0,0,1,0
Play me songs from 1955,0,0,1,0
Use itunes to play dancing playlist,0,0,1,0
Play movement music by Monk Boudreaux on youtube,0,0,1,0
Play the best Bruce Ruffin music on Youtube.,0,0,1,0
Play some showtunes music.,0,0,1,0
play music from 2014,0,0,1,0
play There Must Be More To Life Than This,0,0,1,0
Play Suite Sudarmoricaine by Afi on itunes,0,0,1,0
play the top-twenty margaret becker songs with google music,0,0,1,0
Play the new music from Wilko Johnson,0,0,1,0
play Iheart tunes by Neil Finn,0,0,1,0
Play some music on Slacker,0,0,1,0
Play the album Shooting Silvio by Dave Sabo,0,0,1,0
I want to hear music from carman from the 1966 album,0,0,1,0
Play my Fusion Fest playlist on Youtube,0,0,1,0
Play 2004 Guy Sebastian on Itunes,0,0,1,0
Play Vic Ruggiero music from 2007,0,0,1,0
Play All The Way My Savior Leads Me on Spotify,0,0,1,0
Play some nineties music on Pandora,0,0,1,0
Play fifties music,0,0,1,0
Play some nineties Eliza Carthy,0,0,1,0
I want to hear sia furler's popular songs on Last Fm,0,0,1,0
Play Seaside by Don Cherry.,0,0,1,0
Play record from the seventies,0,0,1,0
Play any chant from 1973,0,0,1,0
play top tunes by Joseph Utsler,0,0,1,0
play southern rock tunes,0,0,1,0
Play me some music youtube,0,0,1,0
play Iheart,0,0,1,0
Play Igor Nikolayev music from the fourties,0,0,1,0
Please play songs by Lil Jon,0,0,1,0
play Victoria Banks's album,0,0,1,0
play a song by Busta Rhymes,0,0,1,0
Play the album Resurrection In Blood from Sleepy Brown on Itunes.,0,0,1,0
Play fifties music by Ahmed Abdul Malik,0,0,1,0
Play the greatest record by Joe Purdy on Google Music,0,0,1,0
play some latin on Zvooq,0,0,1,0
I want to hear the top 5 Jamie Lidell songs,0,0,1,0
I want to hear gothic rock on Lastfm,0,0,1,0
Play iheart,0,0,1,0
play Wolves by Larry Gatlin,0,0,1,0
Play That Stubborn Kinda Fellow by Michael Amott,0,0,1,0
play Long Way To Go by Keita Tachibana,0,0,1,0
Play the most popular ep by marcel khalife on Netflix,0,0,1,0
Play album from Maureen Mcgovern,0,0,1,0
Play music on Deezer.,0,0,1,0
Play music from 2000 on spotify,0,0,1,0
Play the newest Phil Stacey.,0,0,1,0
Play music on Last Fm,0,0,1,0
I'd like to listen to opera on Youtube,0,0,1,0
Play Listen To The Mocking Bird by Billy Martin on Youtube,0,0,1,0
Can you play me something from the eighties on Youtube,0,0,1,0
Play Spotify,0,0,1,0
Play the top-fifty theme songs by Dennis Brown.,0,0,1,0
Play a popular chant by Brian Epstein,0,0,1,0
Play a chant from 1978.,0,0,1,0
Play a song off the Nicht Sprechen album,0,0,1,0
play Netflix ballad by Mike Shinoda that is popular,0,0,1,0
play Isaac Yamma Slut,0,0,1,0
play Joey Fatone soundtrack tunes from Google Music from 1972,0,0,1,0
Play music on pandora,0,0,1,0
Play a record from 1950.,0,0,1,0
I want to the latest ballad from Ira Losco,0,0,1,0
Play music from 1958.,0,0,1,0
Can you play a 1967 soundtrack on Slacker,0,0,1,0
Play the last Wellman Braud album relaesd,0,0,1,0
play fifties movement songs by Fabio on Last Fm,0,0,1,0
Play my Under The Surface playlist.,0,0,1,0
play deezer top 20 by Natasja,0,0,1,0
play a ballad by Bob Johnston,0,0,1,0
Play the latest Joan Baez.,0,0,1,0
Play the album Qr Iii by bobby bare,0,0,1,0
Play Les Pauvres Riches by Pan Mei Chen.,0,0,1,0
Play some 1987 Edie Brickell.,0,0,1,0
Play my Jazz Brasileiro playlist,0,0,1,0
I'd like to hear Cry Baby Cry by Ally Kerr.,0,0,1,0
play a top-twenty tune by Noor Jehan,0,0,1,0
Open Itunes and play Bad Attitude,0,0,1,0
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?,0,0,1,0
"Play music from jeremy taylor on the album Dormi Amore, La Situazione Non Ã Buona on Groove Shark",0,0,1,0
play caitlin cary from the fourties,0,0,1,0
Play some gothic rock.,0,0,1,0
Play some fast fusion on Spotify,0,0,1,0
Play The God That Failed on Vimeo.,0,0,1,0
Open up music on Last Fm.,0,0,1,0
Play some David Mallett on last fm,0,0,1,0
play playlist A Mis NiÃ±os de 30,0,0,1,0
Play This Is: Animal Collective please,0,0,1,0
play the latest melody from Cliff Edwards on Deezer,0,0,1,0
play any sixties song,0,0,1,0
Play a top-ten chant by Kelly Groucutt from 1964,0,0,1,0
Play Intense Studying playlist on Itunes.,0,0,1,0
Play some Mf Doom from the sixties on pandora.,0,0,1,0
"Can you play a song off the album, jungle",0,0,1,0
play a theme from 1985 by Patrick Cowley,0,0,1,0
play songs by Gamble Rogers,0,0,1,0
I want to hear theme songs from zeebra from the sixties on Slacker,0,0,1,0
Play a tune by Layne Staley,0,0,1,0
play music by Amii Stewart with Itunes,0,0,1,0
Play Tanti Auguri A Te from Bruce Gilbert,0,0,1,0
I want to listen to nineties chant songs,0,0,1,0
Play some Paulinho Da Viola from 1965.,0,0,1,0
"I want to listen to an album sorted by last, open Google Music and play Paulinho Da Viola.",0,0,1,0
play the greatest james yorkston song,0,0,1,0
I want to hear the Live At Slane Castle album by Haifa Wehbe,0,0,1,0
Play symphony music from Joe Dolce,0,0,1,0
play some twenties movement tunes from the last Olga Souza,0,0,1,0
play Dick Marx,0,0,1,0
play The Song Remains The Same with Pandora,0,0,1,0
Play the newest chant by John Doyle on Zvooq,0,0,1,0
Play Anweshaa by the new first.,0,0,1,0
Can you play some Andrew Cash music on Slacker,0,0,1,0
Play top-50 eighties theme from Alain Caron,0,0,1,0
Play me a song from 2008,0,0,1,0
I want to hear music on Itunes,0,0,1,0
Play fourties soundtrack from Hamish Maccunn,0,0,1,0
